DAY_KEY,CUSTOMER_KEY,ORDER_ID,PRODUCT_KEY,QUANTITY_ORDERED,ORDER_DOLLARS,ORDER_COST
652,385,1504813,4,1,2.4,1.82
652,385,1504813,52,3,49.77,43.77
652,385,1504813,80,1,140.53,129.28
652,385,1504813,53,5,244.8,237.45
652,385,1504813,21,3,39.39,38.19
652,385,1504813,37,5,27.05,22.15
652,385,1504813,55,1,4.18,3.97
652,385,1504813,69,3,13.83,11.73
652,385,1504813,57,1,10.65,9.47
652,385,1504813,68,1,96.7,81.22
652,385,1504813,31,1,3.37,2.69
652,385,1504813,15,1,23.37,22.9
652,385,1504813,41,1,11.88,9.26
652,385,1504813,72,4,173.12,162.72
652,385,1504813,56,1,1.1,0.93
652,385,1504813,42,4,148.04,103.6
652,385,1504813,76,1,55.8,40.17
652,385,1504813,50,4,841.6,656.44
652,385,1504813,45,1,6.84,4.99
652,385,1504813,20,3,150.27,112.68
652,385,1504813,17,3,95.88,82.44
652,385,1504813,3,2,43.1,31.88
652,385,1504813,32,2,3.14,2.98
652,385,1504813,28,1,13.36,9.88
652,385,1504813,49,3,22.8,17.31
652,385,1504813,36,3,128.1,97.35
652,385,1504813,51,4,6.36,5.96
652,385,1504813,14,1,245.41,220.86
652,385,1504813,65,1,4.57,3.56
652,189,1505801,76,2,111.6,80.34
652,189,1505801,30,2,213.98,151.92
652,189,1505801,6,3,150.96,140.37
652,189,1505801,24,1,18.63,17.88
652,189,1505801,53,1,48.96,47.49
652,189,1505801,41,1,11.88,9.26
652,178,1506050,55,1,4.18,3.97
652,178,1506050,45,2,13.68,9.98
652,134,1507043,82,1,10.96,9.75
652,134,1507043,62,1,3.99,3.71
652,189,1507953,62,3,11.97,11.13
652,189,1507953,14,2,490.82,441.72
652,190,1508396,47,1,21.22,17.18
652,190,1508396,62,1,3.99,3.71
652,190,1508396,32,1,1.57,1.49
652,190,1508396,5,3,538.56,463.14
652,190,1508396,78,2,438.9,324.78
652,214,1508952,9,4,4.76,4.16
652,214,1508952,28,3,40.08,29.64
652,214,1508952,79,1,242.9,191.89
652,214,1508952,42,1,37.01,25.9
652,214,1508952,7,2,73.28,60.82
652,214,1508952,44,5,94.55,75.6
652,214,1508952,69,1,4.61,3.91
652,214,1508952,57,2,21.3,18.94
653,387,1509700,5,4,718.08,617.52
653,387,1509700,54,1,40.15,31.71
653,387,1509700,28,1,13.36,9.88
653,387,1509700,67,1,174.04,154.89
653,387,1509700,76,1,55.8,40.17
654,154,1510241,37,2,10.82,8.86
654,154,1510241,79,2,485.8,383.78
654,154,1510241,25,1,130.6,105.78
654,154,1510241,56,1,1.1,0.93
654,154,1510241,14,2,490.82,441.72
655,329,1510474,14,1,245.41,220.86
655,329,1510474,8,4,793.72,658.76
655,329,1510474,77,2,36.7,32.66
655,329,1510474,10,1,52.77,37.46
655,329,1510474,52,1,16.59,14.59
655,329,1510474,47,1,21.22,17.18
655,329,1510474,34,1,31.46,23.28
655,85,1511044,19,3,239.55,172.47
655,85,1511044,11,3,29.07,21.51
655,85,1511044,18,3,8.82,8.01
655,85,1511044,26,3,206.58,187.98
656,222,1512035,6,4,201.28,187.16
656,222,1512035,34,1,31.46,23.28
656,222,1512035,18,3,8.82,8.01
656,222,1512035,63,3,52.08,46.86
656,222,1512035,11,2,19.38,14.34
656,328,1512660,27,4,127.24,104.32
656,328,1512660,34,3,94.38,69.84
656,328,1512660,70,3,7.17,6.45
656,328,1512660,9,2,2.38,2.08
656,328,1512660,3,1,21.55,15.94
656,328,1512660,33,1,4.11,3.24
656,328,1512660,25,1,130.6,105.78
656,289,1512941,13,3,147.33,125.22
656,289,1512941,6,3,150.96,140.37
656,289,1512941,69,1,4.61,3.91
656,289,1512941,21,3,39.39,38.19
656,289,1512941,36,1,42.7,32.45
656,289,1512941,31,1,3.37,2.69
656,289,1512941,17,1,31.96,27.48
656,289,1512941,81,2,21.92,19.5
656,289,1512941,71,3,45.18,33.42
656,289,1512941,16,4,243.32,204.36
656,289,1512941,82,3,32.88,29.25
656,289,1512941,25,3,391.8,317.34
656,289,1512941,63,1,17.36,15.62
656,289,1512941,2,4,284.64,256.16
656,289,1512941,76,5,279,200.85
656,289,1512941,66,2,158.88,152.52
656,60,1513444,16,4,243.32,204.36
656,60,1513444,25,4,522.4,423.12
656,60,1513444,33,1,4.11,3.24
656,60,1513444,27,1,31.81,26.08
656,60,1513444,18,1,2.94,2.67
656,60,1513444,12,4,7,5.92
656,60,1513444,20,2,100.18,75.12
656,60,1513444,9,1,1.19,1.04
656,60,1513444,44,4,75.64,60.48
656,60,1513444,6,2,100.64,93.58
657,380,1514143,34,1,31.46,23.28
657,380,1514143,65,1,4.57,3.56
657,380,1514143,49,1,7.6,5.77
657,380,1514143,63,2,34.72,31.24
657,380,1514143,58,3,224.22,177.12
657,380,1514143,68,1,96.7,81.22
657,380,1514143,77,3,55.05,48.99
657,380,1514143,66,3,238.32,228.78
657,380,1514143,53,2,97.92,94.98
657,380,1514143,52,1,16.59,14.59
657,380,1514143,67,1,174.04,154.89
657,380,1514143,28,1,13.36,9.88
657,380,1514143,1,1,98.5,96.53
657,380,1514143,78,5,1097.25,811.95
657,380,1514143,26,1,68.86,62.66
657,380,1514143,46,3,3.24,3
657,380,1514143,56,1,1.1,0.93
657,380,1514143,40,1,31.81,24.17
657,380,1514143,62,4,15.96,14.84
657,380,1514143,41,2,23.76,18.52
657,380,1514143,75,2,496.36,461.6
657,380,1514143,60,4,292.4,280.68
657,380,1514143,7,1,36.64,30.41
657,380,1514143,12,2,3.5,2.96
657,380,1514143,38,1,1.26,1.05
657,380,1514143,29,1,3.06,2.14
657,380,1514143,15,1,23.37,22.9
657,380,1514143,18,1,2.94,2.67
657,106,1515091,76,4,223.2,160.68
657,106,1515091,41,2,23.76,18.52
657,106,1515091,34,2,62.92,46.56
657,106,1515091,26,2,137.72,125.32
657,106,1515091,29,1,3.06,2.14
657,106,1515091,37,1,5.41,4.43
657,106,1515091,13,1,49.11,41.74
657,166,1515736,28,1,13.36,9.88
657,166,1515736,21,1,13.13,12.73
657,166,1515736,20,1,50.09,37.56
657,166,1515736,18,1,2.94,2.67
657,166,1515736,42,4,148.04,103.6
657,166,1515736,25,2,261.2,211.56
657,238,1516628,60,2,146.2,140.34
657,238,1516628,25,2,261.2,211.56
657,238,1516628,74,1,3.36,3.12
657,238,1516628,21,5,65.65,63.65
658,152,1517143,42,3,111.03,77.7
658,152,1517143,4,1,2.4,1.82
658,152,1517143,6,1,50.32,46.79
658,152,1517143,62,2,7.98,7.42
658,152,1517143,1,5,492.5,482.65
658,152,1517143,82,2,21.92,19.5
658,152,1517143,26,1,68.86,62.66
658,152,1517143,55,3,12.54,11.91
658,152,1517143,34,4,125.84,93.12
658,152,1517143,37,1,5.41,4.43
658,152,1517143,21,1,13.13,12.73
658,152,1517143,58,5,373.7,295.2
658,152,1517143,49,1,7.6,5.77
658,152,1517143,60,2,146.2,140.34
658,152,1517143,14,1,245.41,220.86
658,205,1517953,51,1,1.59,1.49
658,205,1517953,57,2,21.3,18.94
658,205,1517953,45,3,20.52,14.97
658,205,1517953,82,1,10.96,9.75
658,205,1517953,6,1,50.32,46.79
658,205,1517953,36,2,85.4,64.9
658,205,1517953,15,2,46.74,45.8
658,205,1517953,73,1,114.87,99.93
658,205,1517953,16,5,304.15,255.45
658,205,1517953,53,1,48.96,47.49
658,205,1517953,14,5,1227.05,1104.3
658,205,1517953,28,1,13.36,9.88
658,240,1518086,28,5,66.8,49.4
658,240,1518086,72,1,43.28,40.68
658,240,1518086,15,1,23.37,22.9
658,240,1518086,42,3,111.03,77.7
658,240,1518086,26,3,206.58,187.98
658,240,1518086,41,1,11.88,9.26
658,240,1518086,48,1,1.26,1.12
658,240,1518086,25,2,261.2,211.56
658,240,1518086,62,1,3.99,3.71
658,247,1518943,80,1,140.53,129.28
658,247,1518943,30,2,213.98,151.92
658,247,1518943,68,1,96.7,81.22
658,247,1518943,82,3,32.88,29.25
658,247,1518943,57,5,53.25,47.35
659,72,1519606,37,2,10.82,8.86
659,72,1519606,54,3,120.45,95.13
660,59,1519956,14,1,245.41,220.86
660,59,1519956,30,3,320.97,227.88
660,59,1519956,77,1,18.35,16.33
660,59,1519956,61,1,1.09,0.83
660,59,1519956,48,3,3.78,3.36
660,59,1519956,2,1,71.16,64.04
660,284,1520311,46,1,1.08,1
660,284,1520311,80,1,140.53,129.28
660,284,1520311,64,2,368.16,279.8
660,284,1520311,41,2,23.76,18.52
660,284,1520311,10,2,105.54,74.92
660,365,1520941,15,1,23.37,22.9
660,365,1520941,31,1,3.37,2.69
660,365,1520941,5,1,179.52,154.38
660,365,1520941,17,1,31.96,27.48
660,285,1521453,81,1,10.96,9.75
660,285,1521453,35,2,271.72,222.8
660,285,1521453,11,2,19.38,14.34
660,285,1521453,74,1,3.36,3.12
660,285,1521453,42,3,111.03,77.7
660,285,1521453,40,2,63.62,48.34
660,285,1521453,62,1,3.99,3.71
660,285,1521453,60,2,146.2,140.34
660,285,1521453,10,4,211.08,149.84
660,285,1521453,19,1,79.85,57.49
660,285,1521453,55,2,8.36,7.94
660,285,1521453,78,2,438.9,324.78
660,285,1521453,6,1,50.32,46.79
660,285,1521453,50,3,631.2,492.33
660,54,1521829,65,3,13.71,10.68
660,54,1521829,4,3,7.2,5.46
660,54,1521829,2,4,284.64,256.16
660,54,1521829,16,5,304.15,255.45
660,54,1521829,33,4,16.44,12.96
660,54,1521829,28,2,26.72,19.76
660,54,1521829,42,1,37.01,25.9
660,54,1521829,80,2,281.06,258.56
660,54,1521829,25,1,130.6,105.78
661,98,1522360,19,3,239.55,172.47
661,98,1522360,1,1,98.5,96.53
661,98,1522360,5,2,359.04,308.76
661,98,1522360,65,1,4.57,3.56
661,98,1522360,81,1,10.96,9.75
661,98,1522360,21,2,26.26,25.46
661,98,1522360,8,1,198.43,164.69
661,98,1522360,80,4,562.12,517.12
661,98,1522360,49,3,22.8,17.31
661,98,1522360,11,3,29.07,21.51
662,264,1522840,45,1,6.84,4.99
662,264,1522840,7,2,73.28,60.82
662,264,1522840,25,1,130.6,105.78
662,264,1522840,77,1,18.35,16.33
662,264,1522840,35,1,135.86,111.4
662,264,1522840,31,1,3.37,2.69
662,264,1522840,23,2,351.84,334.24
663,23,1523520,24,1,18.63,17.88
663,23,1523520,12,1,1.75,1.48
663,23,1523520,6,4,201.28,187.16
663,90,1523686,29,4,12.24,8.56
663,90,1523686,31,1,3.37,2.69
663,90,1523686,63,3,52.08,46.86
663,90,1523686,50,2,420.8,328.22
663,90,1523686,41,1,11.88,9.26
663,90,1523686,24,3,55.89,53.64
663,90,1523686,51,1,1.59,1.49
663,90,1523686,39,1,2,1.94
663,90,1523686,1,1,98.5,96.53
663,90,1523686,54,1,40.15,31.71
663,90,1523686,74,2,6.72,6.24
663,90,1523686,70,1,2.39,2.15
663,90,1523686,14,2,490.82,441.72
663,90,1523686,18,3,8.82,8.01
663,90,1523686,55,1,4.18,3.97
663,90,1523686,71,3,45.18,33.42
663,90,1523686,38,3,3.78,3.15
663,90,1523686,8,1,198.43,164.69
663,90,1523686,60,1,73.1,70.17
663,90,1523686,35,1,135.86,111.4
663,90,1523686,13,1,49.11,41.74
663,90,1523686,53,1,48.96,47.49
663,90,1523686,34,1,31.46,23.28
663,90,1523686,10,2,105.54,74.92
663,90,1523686,42,3,111.03,77.7
663,90,1523686,2,1,71.16,64.04
663,90,1523686,59,1,76.45,72.62
663,90,1523686,40,1,31.81,24.17
663,90,1523686,28,3,40.08,29.64
663,332,1524620,21,1,13.13,12.73
663,315,1524934,4,5,12,9.1
663,315,1524934,21,2,26.26,25.46
663,315,1524934,52,2,33.18,29.18
663,315,1524934,26,1,68.86,62.66
663,315,1524934,60,2,146.2,140.34
663,315,1524934,63,1,17.36,15.62
663,315,1524934,45,1,6.84,4.99
663,315,1524934,11,1,9.69,7.17
663,40,1525528,50,1,210.4,164.11
663,40,1525528,81,1,10.96,9.75
663,40,1525528,60,5,365.5,350.85
663,40,1525528,68,4,386.8,324.88
663,40,1525528,42,2,74.02,51.8
663,40,1525528,52,3,49.77,43.77
663,40,1525528,28,3,40.08,29.64
663,40,1525528,1,1,98.5,96.53
663,40,1525528,11,1,9.69,7.17
663,40,1525528,66,1,79.44,76.26
663,40,1525528,73,2,229.74,199.86
663,40,1525528,38,1,1.26,1.05
663,40,1525528,53,3,146.88,142.47
663,40,1525528,13,1,49.11,41.74
663,40,1525528,30,1,106.99,75.96
663,40,1525528,3,2,43.1,31.88
663,281,1525556,62,4,15.96,14.84
663,281,1525556,14,3,736.23,662.58
663,281,1525556,82,4,43.84,39
663,281,1525556,45,1,6.84,4.99
663,281,1525556,32,2,3.14,2.98
663,281,1525556,43,3,16.05,14.58
663,281,1525556,26,2,137.72,125.32
663,281,1525556,64,1,184.08,139.9
663,281,1525556,34,2,62.92,46.56
663,281,1525556,71,2,30.12,22.28
663,281,1525556,75,1,248.18,230.8
663,281,1525556,59,2,152.9,145.24
663,281,1525556,74,1,3.36,3.12
663,281,1525556,47,1,21.22,17.18
663,245,1526172,56,3,3.3,2.79
663,245,1526172,75,1,248.18,230.8
663,245,1526172,9,3,3.57,3.12
663,245,1526172,15,2,46.74,45.8
663,245,1526172,30,2,213.98,151.92
663,245,1526172,50,1,210.4,164.11
663,245,1526172,82,2,21.92,19.5
663,245,1526172,16,2,121.66,102.18
663,245,1526172,71,1,15.06,11.14
663,245,1526172,57,5,53.25,47.35
663,245,1526172,32,1,1.57,1.49
663,245,1526172,62,2,7.98,7.42
663,245,1526172,54,4,160.6,126.84
663,245,1526172,38,2,2.52,2.1
663,245,1526172,35,4,543.44,445.6
663,245,1526172,13,3,147.33,125.22
663,245,1526172,20,4,200.36,150.24
663,245,1526172,78,2,438.9,324.78
663,245,1526172,68,1,96.7,81.22
663,245,1526172,58,5,373.7,295.2
663,245,1526172,48,1,1.26,1.12
663,245,1526172,60,1,73.1,70.17
663,245,1526172,43,2,10.7,9.72
663,245,1526172,29,1,3.06,2.14
663,245,1526172,41,2,23.76,18.52
663,245,1526172,70,1,2.39,2.15
663,245,1526172,61,2,2.18,1.66
663,245,1526172,51,2,3.18,2.98
663,245,1526172,64,3,552.24,419.7
663,245,1526172,81,4,43.84,39
663,245,1526172,14,2,490.82,441.72
663,245,1526172,47,1,21.22,17.18
663,245,1526172,46,3,3.24,3
663,245,1526172,39,1,2,1.94
664,16,1526510,77,2,36.7,32.66
664,16,1526510,54,2,80.3,63.42
664,16,1526510,66,1,79.44,76.26
664,16,1526510,41,1,11.88,9.26
664,16,1526510,33,1,4.11,3.24
664,16,1526510,3,2,43.1,31.88
664,16,1526510,24,3,55.89,53.64
664,391,1526524,72,1,43.28,40.68
664,391,1526524,16,4,243.32,204.36
664,161,1527294,22,3,10.71,9.84
664,161,1527294,25,4,522.4,423.12
664,259,1528096,5,1,179.52,154.38
664,259,1528096,69,1,4.61,3.91
664,401,1528132,6,4,201.28,187.16
664,234,1528451,29,2,6.12,4.28
664,234,1528451,55,3,12.54,11.91
664,234,1528451,50,3,631.2,492.33
664,234,1528451,52,4,66.36,58.36
664,234,1528451,63,1,17.36,15.62
664,234,1528451,66,2,158.88,152.52
664,234,1528451,24,4,74.52,71.52
664,234,1528451,31,3,10.11,8.07
664,234,1528451,4,2,4.8,3.64
664,234,1528451,64,2,368.16,279.8
664,234,1528451,20,1,50.09,37.56
664,234,1528451,22,4,14.28,13.12
664,234,1528451,56,1,1.1,0.93
665,225,1528773,3,2,43.1,31.88
665,225,1528773,58,1,74.74,59.04
665,225,1528773,54,2,80.3,63.42
665,225,1528773,31,5,16.85,13.45
665,364,1529194,39,4,8,7.76
665,364,1529194,53,3,146.88,142.47
665,364,1529194,82,1,10.96,9.75
665,364,1529194,58,2,149.48,118.08
665,166,1529781,54,3,120.45,95.13
665,166,1529781,27,1,31.81,26.08
665,166,1529781,68,3,290.1,243.66
666,179,1530210,48,1,1.26,1.12
666,179,1530210,20,1,50.09,37.56
666,179,1530210,6,2,100.64,93.58
666,179,1530210,11,1,9.69,7.17
666,179,1530210,39,4,8,7.76
666,179,1530210,13,3,147.33,125.22
666,179,1530210,50,2,420.8,328.22
666,179,1530210,23,1,175.92,167.12
666,179,1530210,26,3,206.58,187.98
666,48,1530875,51,1,1.59,1.49
666,48,1530875,32,1,1.57,1.49
666,48,1530875,80,2,281.06,258.56
666,48,1530875,67,2,348.08,309.78
666,48,1530875,60,3,219.3,210.51
666,48,1530875,9,1,1.19,1.04
666,48,1530875,25,3,391.8,317.34
666,117,1531396,45,2,13.68,9.98
666,117,1531396,39,2,4,3.88
666,117,1531396,8,1,198.43,164.69
666,117,1531396,56,1,1.1,0.93
666,117,1531396,65,1,4.57,3.56
666,117,1531396,29,5,15.3,10.7
666,117,1531396,52,1,16.59,14.59
666,117,1531396,72,1,43.28,40.68
666,117,1531396,32,1,1.57,1.49
666,117,1531396,64,3,552.24,419.7
666,167,1532200,4,2,4.8,3.64
666,167,1532200,55,1,4.18,3.97
666,167,1532200,5,3,538.56,463.14
666,167,1532200,50,1,210.4,164.11
666,167,1532200,75,1,248.18,230.8
666,167,1532200,46,1,1.08,1
666,167,1532200,49,1,7.6,5.77
666,167,1532200,42,1,37.01,25.9
666,167,1532200,65,1,4.57,3.56
666,167,1532200,43,1,5.35,4.86
666,167,1532200,56,2,2.2,1.86
666,167,1532200,22,1,3.57,3.28
666,167,1532200,17,1,31.96,27.48
666,167,1532200,37,2,10.82,8.86
666,330,1532286,58,4,298.96,236.16
666,330,1532286,55,2,8.36,7.94
666,330,1532286,51,1,1.59,1.49
666,330,1532286,79,2,485.8,383.78
666,330,1532286,28,3,40.08,29.64
666,330,1532286,17,3,95.88,82.44
666,330,1532286,34,1,31.46,23.28
666,330,1532286,42,1,37.01,25.9
666,330,1532286,8,1,198.43,164.69
666,330,1532286,45,5,34.2,24.95
666,330,1532286,21,2,26.26,25.46
666,330,1532286,12,5,8.75,7.4
667,40,1533005,74,1,3.36,3.12
667,40,1533005,23,3,527.76,501.36
667,40,1533005,3,1,21.55,15.94
667,40,1533005,50,3,631.2,492.33
667,40,1533005,59,1,76.45,72.62
667,40,1533005,31,2,6.74,5.38
667,40,1533005,46,4,4.32,4
667,40,1533005,48,2,2.52,2.24
667,40,1533005,36,1,42.7,32.45
667,40,1533005,10,2,105.54,74.92
667,40,1533005,26,1,68.86,62.66
667,40,1533005,17,1,31.96,27.48
667,40,1533005,37,1,5.41,4.43
667,40,1533005,69,1,4.61,3.91
667,40,1533005,40,2,63.62,48.34
667,40,1533005,33,2,8.22,6.48
667,40,1533005,65,2,9.14,7.12
667,40,1533005,45,1,6.84,4.99
667,40,1533005,70,3,7.17,6.45
667,40,1533005,56,4,4.4,3.72
667,40,1533005,53,1,48.96,47.49
667,40,1533005,60,1,73.1,70.17
667,40,1533005,8,3,595.29,494.07
667,40,1533005,81,3,32.88,29.25
667,40,1533005,67,3,522.12,464.67
667,40,1533005,57,1,10.65,9.47
667,217,1533697,60,1,73.1,70.17
667,217,1533697,9,3,3.57,3.12
667,217,1533697,81,3,32.88,29.25
667,217,1533697,57,2,21.3,18.94
667,217,1533697,4,4,9.6,7.28
667,217,1533697,71,5,75.3,55.7
667,217,1533697,10,1,52.77,37.46
667,217,1533697,16,2,121.66,102.18
667,156,1534661,71,2,30.12,22.28
667,156,1534661,10,1,52.77,37.46
667,156,1534661,56,1,1.1,0.93
667,156,1534661,2,1,71.16,64.04
667,156,1534661,55,1,4.18,3.97
667,156,1534661,45,1,6.84,4.99
667,156,1534661,37,1,5.41,4.43
667,156,1534661,19,1,79.85,57.49
667,156,1534661,15,1,23.37,22.9
667,156,1534661,44,2,37.82,30.24
667,156,1534661,43,1,5.35,4.86
667,156,1534661,60,1,73.1,70.17
668,89,1534713,46,1,1.08,1
668,89,1534713,75,2,496.36,461.6
668,89,1534713,17,2,63.92,54.96
668,89,1534713,28,1,13.36,9.88
668,89,1534713,29,1,3.06,2.14
668,89,1534713,9,3,3.57,3.12
668,89,1534713,34,1,31.46,23.28
668,89,1534713,27,2,63.62,52.16
668,89,1534713,18,4,11.76,10.68
668,89,1534713,12,3,5.25,4.44
668,89,1534713,57,2,21.3,18.94
668,89,1534713,62,4,15.96,14.84
668,89,1534713,63,1,17.36,15.62
668,89,1534713,61,4,4.36,3.32
668,89,1534713,7,1,36.64,30.41
668,387,1535698,25,2,261.2,211.56
668,387,1535698,29,1,3.06,2.14
668,352,1536389,27,1,31.81,26.08
668,352,1536389,62,1,3.99,3.71
668,352,1536389,69,3,13.83,11.73
668,352,1536389,3,3,64.65,47.82
668,352,1536389,26,1,68.86,62.66
668,3,1536412,47,1,21.22,17.18
668,3,1536412,82,2,21.92,19.5
668,3,1536412,32,2,3.14,2.98
668,3,1536412,12,1,1.75,1.48
668,3,1536412,73,3,344.61,299.79
668,3,1536412,4,3,7.2,5.46
668,3,1536412,59,2,152.9,145.24
668,3,1536412,58,1,74.74,59.04
668,3,1536412,81,1,10.96,9.75
668,3,1536412,24,1,18.63,17.88
668,3,1536412,9,3,3.57,3.12
668,3,1536412,21,2,26.26,25.46
668,3,1536412,64,4,736.32,559.6
668,3,1536412,7,2,73.28,60.82
668,3,1536412,23,1,175.92,167.12
669,168,1537335,25,1,130.6,105.78
669,168,1537335,76,2,111.6,80.34
669,168,1537335,81,3,32.88,29.25
669,399,1537928,46,1,1.08,1
669,399,1537928,1,2,197,193.06
669,399,1537928,7,1,36.64,30.41
669,399,1537928,33,1,4.11,3.24
669,399,1537928,39,1,2,1.94
669,399,1537928,75,3,744.54,692.4
669,399,1537928,18,4,11.76,10.68
669,399,1537928,27,2,63.62,52.16
669,399,1537928,61,4,4.36,3.32
669,399,1537928,68,3,290.1,243.66
669,399,1537928,64,1,184.08,139.9
669,399,1537928,16,4,243.32,204.36
669,399,1537928,59,2,152.9,145.24
669,399,1537928,82,3,32.88,29.25
669,399,1537928,54,4,160.6,126.84
669,399,1537928,11,2,19.38,14.34
669,399,1537928,41,1,11.88,9.26
669,399,1537928,6,1,50.32,46.79
669,399,1537928,3,1,21.55,15.94
669,399,1537928,25,1,130.6,105.78
669,399,1537928,4,2,4.8,3.64
669,399,1537928,74,1,3.36,3.12
669,399,1537928,42,1,37.01,25.9
669,399,1537928,62,2,7.98,7.42
669,399,1537928,57,1,10.65,9.47
669,399,1537928,40,2,63.62,48.34
669,399,1537928,2,3,213.48,192.12
669,399,1537928,81,3,32.88,29.25
669,236,1538146,46,3,3.24,3
669,236,1538146,51,3,4.77,4.47
669,376,1538421,65,2,9.14,7.12
669,376,1538421,16,5,304.15,255.45
669,376,1538421,11,1,9.69,7.17
669,376,1538421,52,4,66.36,58.36
669,376,1538421,8,1,198.43,164.69
669,376,1538421,34,1,31.46,23.28
669,376,1538421,60,2,146.2,140.34
669,376,1538421,51,2,3.18,2.98
669,376,1538421,29,1,3.06,2.14
669,376,1538421,30,1,106.99,75.96
669,376,1538421,66,2,158.88,152.52
669,129,1539226,22,1,3.57,3.28
669,129,1539226,3,1,21.55,15.94
669,129,1539226,39,1,2,1.94
669,129,1539226,15,2,46.74,45.8
669,129,1539226,21,2,26.26,25.46
669,129,1539226,37,1,5.41,4.43
669,129,1539226,72,2,86.56,81.36
669,129,1539226,62,2,7.98,7.42
669,129,1539226,18,1,2.94,2.67
669,129,1539226,35,1,135.86,111.4
669,129,1539226,20,2,100.18,75.12
669,129,1539226,77,2,36.7,32.66
669,129,1539226,1,1,98.5,96.53
669,129,1539226,34,1,31.46,23.28
669,129,1539226,67,2,348.08,309.78
669,129,1539226,11,2,19.38,14.34
669,129,1539226,6,1,50.32,46.79
669,129,1539226,79,4,971.6,767.56
669,129,1539226,66,3,238.32,228.78
669,266,1539663,73,1,114.87,99.93
669,266,1539663,46,1,1.08,1
669,266,1539663,19,1,79.85,57.49
669,266,1539663,53,2,97.92,94.98
669,266,1539663,65,1,4.57,3.56
669,266,1539663,67,5,870.2,774.45
669,266,1539663,64,2,368.16,279.8
669,266,1539663,54,3,120.45,95.13
669,266,1539663,7,2,73.28,60.82
670,302,1540342,74,1,3.36,3.12
670,302,1540342,80,1,140.53,129.28
670,302,1540342,15,2,46.74,45.8
670,302,1540342,70,1,2.39,2.15
670,302,1540342,58,2,149.48,118.08
670,150,1540397,28,2,26.72,19.76
670,150,1540397,9,1,1.19,1.04
670,150,1540397,54,1,40.15,31.71
670,150,1540397,8,3,595.29,494.07
670,150,1540397,51,3,4.77,4.47
670,338,1541095,63,2,34.72,31.24
670,338,1541095,44,3,56.73,45.36
670,338,1541095,66,2,158.88,152.52
670,338,1541095,46,1,1.08,1
671,58,1541378,61,3,3.27,2.49
671,58,1541378,8,4,793.72,658.76
671,58,1541378,81,2,21.92,19.5
671,58,1541378,21,1,13.13,12.73
671,271,1541740,5,2,359.04,308.76
671,271,1541740,72,1,43.28,40.68
672,80,1542207,5,1,179.52,154.38
672,80,1542207,23,2,351.84,334.24
672,80,1542207,41,1,11.88,9.26
672,80,1542207,75,1,248.18,230.8
672,80,1542207,15,3,70.11,68.7
672,80,1542207,13,5,245.55,208.7
672,80,1542207,65,1,4.57,3.56
672,80,1542207,63,2,34.72,31.24
672,80,1542207,39,2,4,3.88
672,80,1542207,42,2,74.02,51.8
672,80,1542207,67,1,174.04,154.89
672,80,1542207,48,5,6.3,5.6
672,80,1542207,38,1,1.26,1.05
672,80,1542207,54,3,120.45,95.13
672,80,1542207,18,1,2.94,2.67
672,80,1542207,4,4,9.6,7.28
672,233,1543152,55,4,16.72,15.88
672,233,1543152,63,1,17.36,15.62
672,233,1543152,4,1,2.4,1.82
672,233,1543152,57,2,21.3,18.94
672,233,1543152,2,1,71.16,64.04
672,233,1543152,20,2,100.18,75.12
672,233,1543152,53,2,97.92,94.98
672,233,1543152,25,1,130.6,105.78
672,233,1543152,66,4,317.76,305.04
672,233,1543152,22,3,10.71,9.84
672,233,1543152,49,2,15.2,11.54
672,233,1543152,64,1,184.08,139.9
672,233,1543152,67,1,174.04,154.89
672,233,1543152,76,1,55.8,40.17
672,233,1543152,82,2,21.92,19.5
672,329,1543871,78,1,219.45,162.39
672,329,1543871,31,1,3.37,2.69
672,329,1543871,29,4,12.24,8.56
672,329,1543871,41,1,11.88,9.26
672,329,1543871,80,2,281.06,258.56
672,329,1543871,22,1,3.57,3.28
672,329,1543871,53,2,97.92,94.98
672,329,1543871,79,4,971.6,767.56
672,329,1543871,52,1,16.59,14.59
672,340,1544662,38,1,1.26,1.05
672,340,1544662,57,2,21.3,18.94
672,340,1544662,72,1,43.28,40.68
672,340,1544662,12,1,1.75,1.48
672,340,1544662,4,4,9.6,7.28
672,340,1544662,61,2,2.18,1.66
672,340,1544662,70,2,4.78,4.3
672,340,1544662,52,2,33.18,29.18
672,340,1544662,77,3,55.05,48.99
672,340,1544662,25,2,261.2,211.56
672,340,1544662,78,3,658.35,487.17
672,340,1544662,80,5,702.65,646.4
672,340,1544662,51,1,1.59,1.49
672,340,1544662,66,4,317.76,305.04
673,280,1545209,54,2,80.3,63.42
673,280,1545209,18,1,2.94,2.67
673,280,1545209,58,2,149.48,118.08
673,280,1545209,35,2,271.72,222.8
673,280,1545209,32,1,1.57,1.49
673,280,1545209,82,1,10.96,9.75
673,280,1545209,2,1,71.16,64.04
673,280,1545209,77,2,36.7,32.66
673,280,1545209,4,4,9.6,7.28
673,124,1545777,34,3,94.38,69.84
673,124,1545777,19,5,399.25,287.45
673,124,1545777,30,1,106.99,75.96
673,124,1545777,47,1,21.22,17.18
673,124,1545777,61,1,1.09,0.83
673,124,1545777,33,5,20.55,16.2
673,319,1546139,60,1,73.1,70.17
673,319,1546139,58,2,149.48,118.08
673,319,1546139,15,1,23.37,22.9
